X96_con_rep1	X96_con_rep2
myl12.2	47.2284501764127	40.2208046349113
uqcc	47.2235000130808	48.2837170704593
desi1a	47.2057422628034	59.4219725220779
psma6a	47.2029135936112	47.7036441640489
lnx1	47.1903417385762	52.1685954033187
itpkcb	47.1770627188281	49.2261053089996
junba	47.1455545056604	54.4833614135949
gart	47.1444544682156	49.439050237439
dynlt3	47.0937741856838	40.8719978230083
FETUB (2 of 2)	47.0790022557593	49.8217450680926
acaca	47.0658803871717	64.3071097363011
drg1	47.0546442911526	48.6993280496321
AMPD2 (1 of 2)	47.0447439541494	47.2388371948067
pde7a	46.9918635863884	39.4983723400975
egln1	46.9752058838954	46.8452693419529
PSMD2 (1 of 2)	46.9491978579518	60.8283359062911
epb41a	46.9489621363807	31.3361766979981
pfkmb	46.9349759519194	42.3041475057519
SYMPK	46.9284542976611	56.0388575417666
CU633479.6	46.9166681880894	32.9525736620087
vta1	46.9162753153578	40.1795109058851
cdr2l	46.9131323541839	44.6780318700266
antxr1	46.9091250667968	37.5141938217635
SPTBN4 (1 of 3)	46.9087322044047	43.5554960265358
pi4kb	46.886102861206	43.3982233618022
GOLM1	46.831258150466	45.9436995033033
uso1	46.8311009993054	50.6860020096592
aktip	46.8301581130212	43.9686115543439
med13b	46.8301581130212	49.2560506963617
map2k1	46.7833279563764	44.6338862048734
esrp1	46.7528411999035	42.9220086383808
sfxn2	46.7516625920482	33.2740111720612
si:dkey-251i10.2	46.7515840216377	36.3664064117215
syap1	46.7515840216377	44.7477855961648
pdcd5	46.7478910365717	43.5767073389572
SRPRB	46.7313119044892	47.6788085044464
ZFHX2	46.7057753216876	48.579843611117
soul3	46.6918677076368	45.7809012135328
tspan14	46.6792172821914	45.7559467289001
nrxn2b	46.6754457267149	48.5549485389994
tcerg1a	46.6733242222358	54.9030720594128
abracl	46.6730099302542	40.3693432247041
parvb	46.6730099302542	38.4842102435181
fam21c	46.672459906362	44.5053706094988
tmem147	46.6572165332954	47.235391104514
wdr82	46.6412659955155	46.1860550774542
yipf4	46.6168294501588	41.109005999996
SVIL (2 of 2)	46.6008003419685	42.1873961783335
otud5a	46.5953001547445	43.867189400533
mlec	46.5952215739944	48.487749676741
camk2b1	46.5948287116023	63.047502469712
tsc22d2	46.5944358388707	38.6108839542088
tmeff2a	46.5942786877101	42.3329045847826
ceacam1	46.5881499061835	46.6728457508288
wdr45l	46.5813139599436	45.7588580872137
RANBP3 (1 of 2)	46.5759709238801	47.0255951941202
lmo1	46.5362910054568	36.6174366386265
ccnt2a	46.5179046712163	38.8984546671426
sqstm1	46.4927609611464	45.2187717667964
arhgef9b	46.4881250897961	48.3647597257466
adipor1a	46.4379948208169	42.4225030581222
tmem86b	46.4372876561037	58.7493897743427
tbx2a	46.4185084491316	38.744984596807
BSN (1 of 2)	46.387235957535	46.732795918725
necap2	46.3701853823103	51.5753322705603
TTYH3 (1 of 2)	46.363506587231	40.1836699850452
phex	46.3587921351307	33.7479681135214
grk4	46.3586349943097	47.381374830427
tagln	46.3441773563667	50.7916426551454
sh2b1	46.3240623903787	51.5339791290189
srpx	46.3169121521573	46.3277014769902
gabrb3	46.3052831834066	39.1303531163706
mafba	46.2818681050842	43.2171251082524
bhlhe22	46.2651318218411	39.3995644626815
tshz1	46.237238023329	41.5039998209132
pcp4a	46.2123300348302	36.5840451609717
entpd1	46.2083227577826	50.196002905724
nup133	46.2015653819532	42.736870130701
slc18a3a	46.2015653819532	40.1650729490188
dnajc1	46.2014868115427	44.2173839896162
sox6	46.1407490408471	46.7600081949904
sp3b	46.1242484791751	43.1051270141599
fzd3a	46.1229912905697	41.3085824451989
slc7a3a	46.1229912905697	51.5207294804841
xpo1a	46.1229912905697	49.6923382463052
rufy2	46.1047621074898	37.5335038369858
arhgap5	46.0874758003545	50.2798380846231
rif1	46.0852757254649	45.3736083926803
aim1a	46.0809541564357	46.2099400787856
fkbp2	46.0749825260696	40.3617974677664
otub1a	46.074589653338	40.9694985477195
cops7a	46.0501531079813	37.1298947758296
os9	46.0444957799363	43.9785933501313
dopey2	46.0443386287757	52.0232652440866
pggt1b	46.0302738635643	48.8525604602357
tmem30ab	46.0258737137851	42.9667484576998
dlg5a	45.9958584107939	42.1572725534261
dct	45.9883152998409	38.1922427916922
MAP7D3	45.9682003338529	46.193600834392
rp42-pen	45.9659216885528	42.5481072951832
slc7a14a	45.9657645373922	45.6542275028421
sephs1	45.9373207149879	44.1371731482266
ppp1r14ba	45.9214487476186	45.0538345104232
dscr3	45.9069911200151	41.5122585667185
szrd1	45.9063625257125	47.7991841790459
grk1b	45.8878190403114	47.5312799757682
FILIP1L (2 of 2)	45.8872690164192	45.6162016168916
POF1B	45.8871904460087	40.0354878800146
spcs1	45.8823188530874	30.0722321147034
sms	45.8509677910803	46.87782900571
wdr33	45.8336029135345	50.2575572985721
MAN2A2	45.8204024641969	39.4551773138722
pex19	45.8098735432306	43.4811673142885
rcan1a	45.8086949250357	45.4040290898348
ruvbl1	45.7893657045109	46.6316114343176
mcts1	45.7837869468764	40.9588037727362
cpsf2	45.7453642170584	48.4196595880698
auh	45.7354638800552	45.1579897656593
mrpl37	45.7313780222576	44.8527726749702
sav1	45.7301994144023	36.3043766994094
tra2b	45.7067843360799	36.0802616668512
atg16l1	45.6767690330886	50.4492314924035
mao	45.6700902380093	43.7007667635813
BX470254.2	45.659718457864	43.4459933741365
dsg2	45.6531968036057	40.5807433503783
CABZ01055343.2	45.6518610445898	41.1396049443674
otub1b	45.6517038934293	35.0413233425276
rhebl1	45.6516253230188	46.7635731199848
lxn	45.6515467526083	38.3300865968301
WAPAL (1 of 2)	45.6513110206976	46.6776583966698
bri3	45.5962305883866	41.8339931586897
ywhag1	45.5833444413701	45.4550669549165
rbbp5	45.5809086449094	41.2557027147765
slc25a25a	45.5762727735592	40.0614524257618
slc30a1a	45.5747012826327	52.3427420540966
ube2d2	45.5737583963484	37.6648119559722
csnk1g2b	45.5735226747774	43.8124677854267
wdr37	45.5729726612248	47.1474562589698
wasla	45.5337641859435	36.2428817190764
ENSDARG00000011171	45.4948700129834	47.0793067481119
tmem165	45.4947914322333	46.6748064605429
naa25	45.4943985698413	49.9620843342668
tcnl	45.4890555234382	47.398842970637
SCYL1 (2 of 2)	45.4581759149129	12.1858090161812
ptpn1	45.4437182769699	47.4183906455913
myca	45.4288677766348	47.2010489782598
igf2b	45.4252533619793	44.6963318241343
abhd16a	45.4166887943315	44.7591339475006
ddx42	45.4158244784578	48.8962308059249
MARK3 (2 of 3)	45.4157458977077	45.9106645200823
tomm70a	45.4156673272972	54.735223444726
lrig1	45.3952380589881	40.5891803434005
col15a1b	45.3866734913403	44.2602819339228
maea	45.3688371706524	40.798144430225
foxp1a	45.259619181975	44.7439830017668
lef1	45.2586762956908	38.5224143670139
ndufa7	45.252311792593	35.1305059089184
phf20b	45.2142819355066	52.1650304783243
usp14	45.2061888006614	48.9044895517302
loxl2b	45.2022600940243	33.7401846871801
si:ch211-13c6.2	45.1812808121626	38.4656726296784
caly	45.1805736474494	43.9121074767404
chuk	45.1801022043073	43.5538918112555
api5	45.1489082934607	45.7811388732648
fam135a	45.1302076568991	44.0099646958853
cyp26b1	45.1104855636427	44.1286767426893
rasal2	45.1091497942873	43.193477766653
faf1	45.102313858387	42.6291499504705
acbd3	45.0901348657441	42.4998025411982
rpl7l1	45.0876990692835	44.8260951403554
fundc1	45.0543836539578	36.0604169196498
inpp4aa	45.0381973946069	41.7704780561275
EP400NL	45.0231111727008	55.7918081564765
gria2a	45.0229540215403	52.8272749358383
MCM3 (2 of 2)	45.0013461453758	63.9090263098535
zgc:91999	44.959780454384	42.5864302533807
top2a	44.9478371936517	45.6839946333158
CNOT2	44.9455585380121	45.0979801755764
MON2	44.9443799301568	50.3043172497918
tpd52l2a	44.9261507470768	37.7583318487401
ENSDARG00000075870	44.9070572377836	36.6062071219926
lpgat1	44.9019499232912	43.6945281496768
sec61al2	44.8834850083006	42.5617134284801
MMP15 (2 of 2)	44.8782205426476	35.4900881396232
PKLR	44.8658058387733	41.8759404543968
si:ch73-308b14.1	44.8384620538138	60.7516899898959
btbd2	44.8368905732268	40.2850327166695
ccnl1b	44.8324118530371	38.2778010205734
cebpa	44.8280902736684	39.3686684363915
rpia	44.7968177924114	44.8586548041125
pak7	44.7965034900903	36.2738965800682
sp4	44.7901389869925	40.7217955957485
DGKA (1 of 2)	44.7872317473898	40.8124635523894
TMEM184B (1 of 3)	44.7872317473898	49.500545217772
bcl7a	44.7870745962292	39.3997427098984
nck1b	44.7693954267019	36.6975286453143
psmd11a	44.7250796472678	48.6103237304581
dap3	44.7191865873122	45.5389021338156
ctr9	44.7102291365932	44.383390719619
ctdspla	44.7087362367563	36.9133255098807
ENSDARG00000086685	44.7086576560063	36.1110982806261
araf	44.6606488915061	38.6211034097281
myo9al1	44.647291291008	46.2285965273271
meis4.1a	44.6390410153417	41.6042336663927
nsd1a	44.6367623700416	40.8790088382954
stk24b	44.6322836395124	41.0948057125334
PCOLCE (1 of 2)	44.6309478804965	45.6756764749954
pan3	44.6301621453728	39.2144853771883
C6H6orf106	44.5552024583053	43.7616675897486
qrich1	44.5545738640026	44.9943002398043
atp2a3	44.5515094732392	48.5072973613669
rab11fip3	44.5515094732392	40.8978435340538
tfdp1a	44.5511951812577	40.7179335888354
hao1	44.5350089219068	33.9745191752578
map3k7	44.4822857053064	40.9267788506298
cth	44.4768640884928	48.4184712797383
stk11	44.4741925704611	42.6623631809084
rgs12b	44.4730139626058	39.9355511164538
mark2a	44.4729353818557	46.714139479855
PRR12 (2 of 2)	44.4729353818557	44.4614031915625
tp53bp2	44.4729353818557	49.3104752295494
sesn3	44.468220940095	35.8713569925417
ccdc102a	44.462799333621	39.9259258151002
nhp2l1b	44.4599706644288	42.0730214579065
trappc11	44.4237480095004	44.9953103009189
fam123a	44.4088189284152	41.5321627361066
whsc1	44.4011972367121	44.5053111969837
mll4a	44.3945184416328	41.950447413861
NFKBIB	44.3943612904722	42.3005231682424
mbd6	44.3262375599842	36.8728635947521
nfya	44.3164943741415	40.5341616463755
stk3	44.3164943741415	39.6307499327136
psat1	44.2846718689923	40.5342210588906
calub	44.2772858988602	46.9520388832555
prosc	44.2767358853076	53.1048044404697
metrnl	44.2742215080969	31.5258307792719
SPG7	44.2706856741914	42.9011538203933
unc45b	44.2701356606388	55.3301502149515
prkaa1	44.2430275972504	47.9623389729218
arl3	44.2400417768975	36.1011759070254
zic3	44.2390988906133	39.7694255614208
degs1	44.2373702588658	43.6106929611061
ARHGEF25 (1 of 2)	44.2372131180448	43.1950225694182
seh1l	44.2066477911614	42.0986889314067
pdia5	44.1971403268898	45.4856064867728
GSKIP	44.1706608578041	37.5174022523242
CEP350	44.1587175970718	39.8130364849233
zgc:100919	44.1586390266613	51.5753322705603
aldh18a1	44.0800649352778	50.5072803824439
CABZ01048956.1	44.0645858406401	42.3095543154302
TBL1XR1	44.0601856908609	43.1155247168961
fosl2	44.0483995709496	35.7197287972184
rars	44.0413279031387	56.5182212929052
capn1a	44.0323704627593	41.2553462203427
kdm6al	44.0316632877065	48.6826917329913
NELL2 (3 of 3)	44.0230201393087	51.2162847815061
thoc1	44.0186985702795	44.6132690466178
aph1b	44.0155555987661	43.6872200427995
dr1	44.0090339548474	35.0550483105263
eif2s1l	44.0029837540707	44.502340426155
erf	44.0026694517496	41.7103496313428
clu	44.0021980086075	47.7110116737697
OTOS	44.0014908438943	34.8090089863507
tbc1d23	43.9706112250294	41.8915667195945
zgc:136908	43.9428745673382	38.2985964163743
cldn1	43.9233096252424	33.5697218057701
smu1	43.9229167525108	43.1166536030409
PHF3	43.8703506870709	35.0656242604794
stam2	43.856128770699	42.9131557384098
dao.1	43.8476427734617	19.8206926475909
kal1a	43.8474856223012	45.0570429409839
znf646p	43.8287849857395	47.3212464056424
csk	43.8034841348486	38.4028705159837
slc25a3a	43.7712687569678	40.1080935519514
arpc1b	43.7657685697438	34.7707454406683
cops8	43.750210894356	42.0596529843416
agt	43.742903504974	43.8857864365594
RANGAP1 (1 of 2)	43.689630274821	47.55558089372
smad1	43.6874301999314	44.0600519123675
lsm7	43.6871944783603	37.0753514079402
si:ch73-343m12.1	43.6564720106559	60.3363760926418
ENSDARG00000003682	43.6508146722713	33.1058060726123
gmppb	43.6490074701134	42.6904666835866
maml3	43.6123919424533	38.9639304794189
slc39a10	43.6088561085479	45.0838987228155
carhsp1	43.6086203869768	36.5526738055461
rps6ka3a	43.6086203869768	38.6859256553236
C9H2orf15	43.6037487940555	36.3471558090143
timm10	43.6004486817211	43.5980374764087
arpp19b	43.5943984809445	37.4744448955025
ptprfa	43.5792336782883	48.2267376637202
spop	43.5760907171144	42.3064052973847
kalrnb	43.548982653726	39.9474342094402
clasp1a	43.537982279278	47.3704423957117
samd11	43.5330321159462	40.7165670332871
dip2ba	43.5328749647856	46.6610220800291
fgf13a	43.5300462955933	38.6334024096634
PIM3	43.4934307679333	38.4837349240542
limk2	43.4893449204752	44.867091787463
cdc27	43.4495864316413	44.4428655680512
phyhd1	43.4360716799826	45.0784919131372
smarcb1a	43.4304143519376	35.5070809506977
sema3fa	43.4286857201901	42.2607742419813
pmpcb	43.4147781061393	40.2008410433366
nkap	43.3729766935764	36.7199876785822
FP016176.1	43.3728981128263	33.0214361520625
klf11a	43.3728981128263	35.4866420396589
si:dkey-228b2.5	43.3728195424158	45.8739457868367
ccng2	43.355218943299	33.5454208878182
TNPO2 (1 of 2)	43.3204106177969	41.9558542138677
yars	43.3028100290197	49.3004340212469
MYO9A (2 of 2)	43.2944811726034	34.5993913231738
stoml3b	43.2881166695056	43.0346603088257
zgc:55512	43.2846594163502	36.0660019668734
axin2	43.2840308220475	44.6510572631647
znf609	43.2782949132525	46.6359487606947
dynll2b	43.274916220168	34.8144752085442
CHD1	43.2423079798951	44.4653840235058
bms1l	43.2333505291761	52.4363213690511
myo10	43.2247859511888	37.9115048468286
zmat2	43.2166928266831	39.3955242182231
med12	43.2165356755226	44.605960949412
sb:cb252	43.2157499300593	39.9376306608697
golga7ba	43.1977564685504	36.6810111537038
cox4i2	43.1902133575974	30.3885598969963
skiv2l2	43.1866775236919	43.2681035511473
ap3m2	43.185106043105	37.3128943265785
RALGAPB	43.161298092051	47.4236786205679
sin3b	43.1572122342533	47.1138865340982
arfip1	43.1467618836975	44.8538421485999
msh6	43.137961584139	47.9773710742822
cacna2d1a	43.1375687114074	49.7314336058854
lrrc20	43.1374115602469	36.5224907681236
vimp	43.1372544194259	43.436189825566
atl1	43.1370972682653	45.8709155938213
COL14A1 (2 of 2)	43.1202038442012	47.7616930444176
stim1a	43.0600946574687	42.5831029881183
zgc:165571	43.0600160870582	35.1861781822958
SPTLC2 (2 of 2)	43.0586017472923	43.670702551189
tbc1d5	43.0586017472923	39.9943129856901
ENSDARG00000061952	43.0091000726158	45.7697311094139
ufd1l	42.991578054249	33.2133480152975
GLDC	42.9800276662484	59.0007170734948
oxsr1b	42.969655886103	42.7198179071114
si:dkeyp-94b4.1	42.9464765293517	47.3735319915706
gsto2	42.9302116892507	38.3835604910898
ociad1	42.9029464747017	36.88189474194
lrrc4bb	42.9021607395781	42.5416310118751
SPRED2 (2 of 2)	42.9014535748649	37.5506749049488
ext2	42.8814957496979	47.566810410354
galnt1	42.8515590274567	48.4399796740783
SYNRG	42.8468445753564	40.8938627021105
uri1	42.8413443881324	41.0562450849322
lamp1	42.8238223697656	45.3664191205048
ddx1	42.8231152050524	46.4335203696932
CABZ01059390.1	42.8228794834814	43.1200402904901
NHSL1 (1 of 2)	42.8228794834814	35.3195064138397
rnf128a	42.8228794834814	44.4110783153483
sirt2	42.8228794834814	40.9366418117153
ube2g1b	42.8228794834814	40.6733720167334
mybbp1a	42.7655989659412	58.4947946224432
csnk1g2a	42.7551486153853	42.5211921008364
cyth1a	42.7445411136689	47.6690643780626
TNRC6B (1 of 3)	42.7444625329189	52.9554934492942
cndp2	42.7441482409373	53.9613968000684
med23	42.7054112087982	43.8498400950248
bcl9l	42.7036040066402	44.6817750422379
s100a11	42.6962180468477	34.2279260091542
pip4k2aa	42.6894606710183	38.8013698493803
eif2b4	42.6882034927525	40.7916087344019
cers2b	42.6657313007144	40.6404558585425
slc44a2	42.6657313007144	40.7399767151545
TRAK2	42.6657313007144	42.5756760562107
trpv6	42.6655741495538	47.1408017284449
LANCL2	42.6528451433583	41.3097113410153
qars	42.6497021821845	54.5644040688822
dcaf11	42.647973550437	41.0232695238979
atp13a	42.6435734006578	50.1112170782254
tlk1a	42.5897501569521	43.5215103947153
pebp1	42.5895144250415	36.8370955004344
lamb2l	42.587864374044	44.0272545888784
ube2d1	42.5871572093309	38.5918115987184
RPS6KA6	42.5404056230966	42.0115264872451
ell2	42.5085831179474	44.628241735463
si:ch211-251f6.6	42.478096371814	32.4252616609905
exoc3	42.4766034616376	41.1120361833398
fuca1	42.4580599762365	40.8896442007637
spag9a	42.4443880837568	36.8606240170035
dennd4a	42.4381807318196	39.691769583911
insm1a	42.4368449728037	35.4944848785153
yipf3	42.4301661777244	42.5986104089426
ahctf1	42.4300090265639	49.5109429205083
kif11	42.4300090265639	35.5721408560251
napa	42.4300090265639	33.512742399031
rqcd1	42.4208944350239	41.6130865663637
aurkaip1	42.4038438494597	40.8082450607142
tfcp2	42.3866361230745	39.0045706417643
RNF20	42.364792525339	41.4134506989741
arl6ip5b	42.3614138425941	31.4923204669153
adam17a	42.3514349351804	46.0473200265603
trappc2	42.3288055919816	41.155409456782
txlnba	42.3076691692989	40.932363907525
TOX2	42.2987117185799	36.4434682350655
si:dkey-103i16.2	42.2924257962322	43.2446344567648
ptgesl	42.287947065703	42.327854269538
tubg1	42.2772609935761	39.4463244139012
VPS37C	42.277025272005	36.8677538669924
CABZ01061873.1	42.2728608437969	43.2891366163518
entpd3	42.2728608437969	42.6774546947838
PRRT2	42.2728608437969	35.3604436581038
otx5	42.260524710333	31.3336812563049
TPP2	42.2511743972219	51.220265623121
UBN2 (1 of 2)	42.2311380016444	38.5838499348318
gtf2f2a	42.2286236347733	38.3500501884048
myl7	42.2242234849941	37.3250150696253
sulf1	42.1944439035739	38.2932490288826
MEGF9 (1 of 2)	42.1942867524134	39.4611188555296
pgm2	42.1942867524134	35.4723229174945
TBC1D4	42.1942867524134	40.2405305570825
nr2f6b	42.1940510308423	38.7407661051317
gnmt	42.1801434167915	47.2751400307751
clpp	42.1532710749741	36.6778621356582
ppat	42.1529567829926	34.3761675266999
ugt1b4	42.128834539957	37.3789642930205
cbsb	42.1208985562723	52.6115374837871
rcan1b	42.1157126610299	39.3458529086898
sulf2	42.1157126610299	41.4259873489697
ptprt	42.0675467453692	42.7338399473572
stx12	42.0608679502899	39.3532204280822
maf1	42.0544248767816	39.8044212543559
hsbp1a	42.0496318542708	33.6726293401595
zc3h14	42.0480603736839	36.8612775836844
ash2l	42.0371385696464	43.8584553352638
fzr1	42.0371385696464	39.1356410913471
snrpe	42.0354885186489	40.1784414225838
zyg11	42.0167878820873	41.8284675239811
nucb1	41.9821367077458	38.3695978633591
spen	41.9801723544273	38.2753055692087
mrps34	41.97168635719	39.5457264358114
ephb3a	41.9662647403765	51.6205474190147
adamts1	41.9585644782629	39.4535730985919
mrpl23	41.9585644782629	33.8078588785741
sppl2	41.9583287566918	39.5238615567092
brdt	41.915348725934	35.8564437162115
smc2	41.8861977388165	39.3952271363045
xpnpep1	41.8846262582296	44.3932536807046
irx5a	41.8825833345006	42.5270742299787
si:dkey-7l6.7	41.8801475380399	40.0489157757662
PCDH11Y	41.8410176435087	37.1393418299663
ARF4 (2 of 3)	41.80927370877	39.0005303876343
g6pd	41.8030663568329	46.3539630949845
magt1	41.8014162954959	42.7804810638751
get4	41.7609506419488	39.614707760567
ubr2	41.7552147331537	53.1617838472087
dnajc5ga	41.7293638583707	37.1667917659637
ap1s1	41.7272423538916	40.2024452586169
cpsf5	41.7258280244652	37.6916677378039
arl4d	41.723235076844	33.5529072322409
cwc22	41.723077936023	38.5744028806951
cu137686.1	41.7229207848624	40.7595243997804
dpp7	41.7228422041124	40.7090212763493
ugp2b	41.7227636337019	38.6830737095251
slu7	41.688505332092	42.4223842234204
si:dkey-235h8.1	41.6859909652208	32.9027241052585
tmem182	41.6827694232969	53.7498184271773
ppt1	41.6782121223572	35.3729208955844
slmapa	41.6654045457512	48.3387357674842
fli1a	41.6590400426534	42.7609928014359
sdf4	41.6465467683685	43.1953196416653
ncam1a	41.6442681127289	57.1165347409082
pepd	41.6442681127289	50.1908337654492
rnf13	41.6442681127289	35.1739385948756
gkap1	41.6441109719079	37.2038075811281
rpz5	41.6097740895479	40.0460638299677
psen1	41.5774801412566	40.8655809522154
prpf4bb	41.5660083236665	44.9167630969963
CZv9_NA991H1orf52	41.5656940316849	42.9573608257497
asb8	41.5261712644221	40.4765286729556
pdgfrl	41.5257783916905	35.4687579925001
zgc:158291	41.4895557367621	34.7437708338064
cask	41.4878271050146	41.1779873150801
si:ch211-51c14.1	41.4873556618725	34.9042519291007
CASK (2 of 2)	41.4871199403014	52.4184967344073
nmnat2	41.4871199403014	35.7545462429367
rybpa	41.465669204958	35.6607292682502
zgc:101566	41.4310180306165	30.4464899523348
SCAMP3	41.4262250184453	36.7357327688101
ggps1	41.4104316214864	36.8761908600146
dnajc18	41.4085458489179	39.8983570540726
kng1	41.4085458489179	33.5962210931679
gtf2f1	41.3877237078772	43.3138534412525
nrf1	41.3745232688791	38.8739160991304
arg2	41.3720088916684	52.7768906471091
smg5	41.3606156548283	48.0225862227367
serpinf2b	41.3581012776176	27.0936174316328
ehd1a	41.3555869107464	64.3243402071076
CU633848.1	41.3373577173269	44.7382791198414
setd5	41.3316218085318	35.3777929636121
med14	41.3307574926581	42.9847513395604
epdl2	41.2997993033826	48.946258609892
NDUFB1	41.2725340991732	33.0155540229202
kera	41.2579978908197	37.3128943265785
FAM82B	41.2528119955773	42.0245978788914
ZBTB11	41.251633387722	34.8246352418768
cry-dash	41.2513976661509	43.6929833469116
sh3glb2b	41.2359971419237	38.3258086926397
vmp1	41.2321470160367	46.6418308898369
meis2a	41.211560596567	41.4865911028899
pik3c2a	41.189638428421	37.2581132892855
svilb	41.1739236122122	50.1759799016342
CABZ01067945.1	41.1728235747674	39.8455367361653
ck2a2b	41.1728235747674	36.8428588045465
pnp4a	41.1261505589436	31.8477436184599
ephb2b	41.1165645242615	41.5651383068125
znf238	41.1021854670686	45.6210142724042
krt1-19d	41.0943280537944	46.3937120212455
vps26a	41.0942494833839	37.3974424943451
slc1a3b	41.0941709129734	51.8032498878449
iars2	41.0826205146332	47.7312723375915
ndufaf1	41.0623483974847	37.9340827147983
CNOT4 (2 of 2)	41.0548838672817	39.6504164423697
lgals2a	41.0347688909541	35.7392170596576
snai2	41.0212541496349	34.936455098424
AMBRA1 (2 of 2)	41.016225405553	32.744025482133
C3H17orf103	41.0156753920004	31.6090123914901
tgfb2	41.0156753920004	40.184026479479
PELP1	40.9682166410529	47.3245736709048
nr2f6a	40.9374941733485	35.5091010729269
gdpd1	40.9371013006169	40.663627880678
gpm6ba	40.9371013006169	40.8184050940468
nrxn3a	40.9371013006169	42.8389458511927
si:dkey-33i11.4	40.9371013006169	34.7368192310344
DALRD3	40.9359226927616	37.0230064094968
SLC4A10 (2 of 2)	40.9285367226296	48.9241560613863
fam214a	40.8795064910951	40.2628707653202
efemp2a	40.8585272092334	45.8872548382149
sap130a	40.8234045917498	40.1074399755989
UTRN	40.794803618185	42.3104455418431
smarca2	40.7935464399192	41.0573145682335
ATXN2	40.7799531178499	39.766633037809
zranb1b	40.7799531178499	35.3965682371838
pitrm1	40.7610953404673	49.7694594821643
FBXO28	40.734458720221	41.3123256174102
igsf21a	40.7014576072165	31.2426568052302
gpr85	40.7013790264664	38.9262610975737
MOB2 (2 of 2)	40.7013790264664	41.3902192643235
rmnd5b	40.7013004560559	43.1567590237357
PARP6 (1 of 4)	40.6833069842075	38.8345830798182
arrdc2	40.6483415178844	31.0742734585644
polr1a	40.6466128861369	46.7628601311173
fam54b	40.6228049350829	40.9277889117444
pfdn2	40.6228049350829	42.8006229026667
wu:fa07b03	40.6228049350829	38.1639610417971
polr2f	40.6227263646724	38.4798729171411
fbxl5	40.6021399555423	38.996787215423
chmp1a	40.5940468206971	40.683294390334
stxbp3	40.5938896695365	38.7926951966262
arfrp1	40.5908252787732	39.0055807028789
kdrl	40.5798249146647	37.7326049723964
CR774184.1	40.5755819057065	38.7685725258912
SIPA1L3	40.5700817184825	38.442262947811
eif4g3b	40.5565669771633	47.6251563726414
fbxw5	40.54438799486	41.4801148195819
st8sia6	40.54438799486	42.0305988330639
arfgap2	40.5442308436994	48.377177550712
btbd10b	40.5442308436994	42.6303382588019
MAPK8IP1 (2 of 2)	40.5442308436994	34.0450453027786
AIMP1 (2 of 2)	40.4985007244994	29.5096867610181
SI	40.4828644787011	48.6403879331789
ptpn5	40.4665210681896	33.8670366450877
acads	40.466128195458	43.3249047106695
traf4a	40.4656567523159	34.331427707381
SLC17A7 (2 of 2)	40.4633781070158	41.115482283304
PSPH	40.4501776576782	33.2566024540379
CU302436.1	40.4319484745982	43.5354136099309
elf2b	40.4244839340557	39.0195433306096
trpm7	40.4185908741	49.3334095919528
pbxip1b	40.3906970755879	43.5869267944765
lnx2a	40.389282735822	36.8943719890921
capn2b	40.3882612791273	32.3253843099448
cspg5b	40.3880255575562	34.2250146605121
FAM171A2 (1 of 2)	40.387475533664	36.8408386823173
rgl1	40.3871612416825	39.4570191888846
vwa1	40.3851183179534	50.9072056839039
nop10	40.3694034914051	39.3780560780131
mrpl39	40.3641390257521	32.0507661636271
myo16	40.3416668440535	37.7997444124681
fam171a1	40.3210018541734	39.0953574234354
dnmt3ab	40.3086657207095	44.1486997467792
abcg2a	40.3085085695489	50.1389046739547
tcf7l1a	40.3085085695489	34.86610721812
RBM26	40.2806933414473	39.3164422726499
aqp9b	40.2737788247969	34.881198741667
dnaja3a	40.2728359385127	43.4049967270289
mpp2b	40.2721287737995	37.289959964175
arfgef1	40.2654499683806	43.9503116002362
fndc3bb	40.2556282121275	38.5227114489326
itgbl1	40.2315845395024	45.9376985491308
sf3a3	40.2305630724681	40.7009407777609
elk1	40.230327350897	37.2534788906614
map2k6	40.230091629326	40.0530748549264
zgc:175214	40.2300130589155	35.1214153492154
fam32al	40.229934488505	30.8960271508131
pfas	40.229934488505	42.4236913664537
ahsa1l	40.2298559077549	43.7817500063535
PTPRD (2 of 2)	40.2010977933691	53.0280991115594
rbpms2	40.1936332528265	29.4750475625168
CNOT4 (1 of 2)	40.1844400805365	38.7818815869411
hsd17b12a	40.1765040968518	36.5270657542327
lgi1a	40.1553676741691	32.7806253903484
fam134c	40.1513603971215	37.1943011144762
mthfd1l	40.1031944711212	41.8648891849797
lonp1	40.0880296788046	45.3936908092853
mafa	40.0787579361041	35.9485376505875
sec11a	40.072786305738	38.5788590321023
mapk14a	40.0575429326713	34.9695494941601
znf622	40.0243060877562	35.1996060683758
CU915778.1	40.016291533661	56.2078350522698
akap11	40.0003409855416	36.3361045395972
osbpl9	39.9946050767465	40.3941194621199
xrn1	39.994526506336	45.1089720324784
C19H6orf136	39.994290784765	40.8936250423785
fbp1a	39.9942122143545	35.6028586350983
snx4	39.9942122143545	39.1276794274605
smarcd3a	39.9702471121399	35.0097737495567
pcdh2ac	39.9619182557236	41.5349552597184
SARNP	39.9537465504678	30.0318296217615
gnaia	39.9180739194316	38.4490363033661
sf3b4	39.915638122971	43.5598333529129
stxbp5a	39.915638122971	41.1182748069159
pfdn1	39.9055020643967	35.1892083656396
eif4ba	39.9032234190966	37.5855517631821
si:ch211-268b13.6	39.8989804101384	30.0604678564188
kansl2	39.8763510772792	35.1144043339283
