category	gene_name	zf gene ID	
antioxidants	txn	ENSDARG00000044125	1.10466723317149	4.31664846953276e-07
antioxidants	txn	ENSDARG00000116040	1.10466723317149	4.31664846953276e-07
antioxidants	gpx1a	ENSDARG00000018146	0.510655775171399	0.0404301300057463
antioxidants	gpx1a	ENSDARG00000114736	0.510655775171399	0.0404301300057463
antioxidants	gpx1b	ENSDARG00000006207	1.31792272374853	0.0020945074456518
antioxidants	gpx3	ENSDARG00000043342	0.43933448854774	0.341050350274016
antioxidants	gpx4a	ENSDARG00000068478	0.946476621235519	0.000555210547836923
antioxidants	gpx4b	ENSDARG00000076836	0.274136803034694	0.0588721786542669
antioxidants	gpx7	ENSDARG00000091511	-0.249076858213564	0.607415015118507
antioxidants	gpx8	ENSDARG00000013302	-0.173655141107056	0.756023820754106
antioxidants	gpx9	ENSDARG00000003077	
antioxidants	prdx1	ENSDARG00000058734	1.44453880342227	4.34316364734595e-13
antioxidants	prdx2	ENSDARG00000025350	0.249816939568624	0.1778481890055
antioxidants	prdx3	ENSDARG00000032102	0.254448871034191	0.229681620007713
antioxidants	prdx3	ENSDARG00000114240	0.254448871034191	0.229681620007713
antioxidants	prdx4	ENSDARG00000069013	0.12825050630532	0.52592604771012
antioxidants	prdx5	ENSDARG00000055064	0.526237353651173	0.00353571784533361
antioxidants	prdx6	ENSDARG00000043511	0.461668942822424	0.0219967955573488
antioxidants	prdx6	ENSDARG00000116085	0.461668942822424	0.0219967955573488
antioxidants	sod1	ENSDARG00000043848	0.577661655437628	0.0016633470899298
antioxidants	sod2	ENSDARG00000042644	0.341753656721005	0.0576020711207136
antioxidants	sod3a	ENSDARG00000070168	
antioxidants	sod3b	ENSDARG00000079183	
antioxidants	txn2	ENSDARG00000034777	0.13890380547034	0.469740095458013
antioxidants	txnl1	ENSDARG00000011921	0.187962212429487	0.28032014742116
antioxidants	txnl4a	ENSDARG00000036190	0.341415819199734	0.222048681566804
antioxidants	txnl4b	ENSDARG00000058962	0.342302921067467	0.564147758658619
heat_responsive	clpb	ENSDARG00000088463	-1.26637477938061	0.21092494850768
heat_responsive	clpb	ENSDARG00000090232	-1.26637477938061	0.21092494850768
heat_responsive	clpp	ENSDARG00000020679	-0.0442396974472732	0.850711056025322
heat_responsive	serpinh1b	ENSDARG00000019949	
heat_responsive	cryaa	ENSDARG00000053502	0.22200267388991	0.400800781194707
heat_responsive	cryaa	ENSDARG00000113469	0.22200267388991	0.400800781194707
heat_responsive	cryaba	ENSDARG00000042621	
heat_responsive	cryabb	ENSDARG00000101380	3.15579929668641	0.0636032293399253
heat_responsive	cryabb	ENSDARG00000109545	3.15579929668641	0.0636032293399253
heat_responsive	dnaja1	ENSDARG00000030972	
heat_responsive	dnaja2a	ENSDARG00000104066	
heat_responsive	dnaja2b	ENSDARG00000010745	
heat_responsive	dnaja3a	ENSDARG00000058494	0.0430571634848881	0.847824764877285
heat_responsive	dnaja3a	ENSDARG00000111151	0.0430571634848881	0.847824764877285
heat_responsive	dnaja3b	ENSDARG00000102295	
heat_responsive	dnajb11	ENSDARG00000015088	0.290082974187791	0.135667162890424
heat_responsive	dnajb12a	ENSDARG00000039363	0.188232734021188	0.515984742320088
heat_responsive	dnajb12b	ENSDARG00000087473	-0.262412493212176	0.480604029720627
heat_responsive	dnajb13	ENSDARG00000043157	
heat_responsive	dnajb14	ENSDARG00000069996	0.0263428725299464	0.952551343350893
heat_responsive	dnajb1a	ENSDARG00000099383	-0.0584698996456754	0.890270486163128
heat_responsive	dnajb1b	ENSDARG00000041394	1.19349796096181	0.000714286723720268
heat_responsive	dnajb2	ENSDARG00000058644	-0.0190905971145044	0.973063229097663
heat_responsive	dnajb4	ENSDARG00000038978	0.162792540391749	0.663685956875304
heat_responsive	dnajb5	ENSDARG00000052881	-0.510856741695203	0.656526259876417
heat_responsive	dnajb5	ENSDARG00000116664	-0.510856741695203	0.656526259876417
heat_responsive	dnajb6a	ENSDARG00000004680	0.162848973217289	0.471556847954025
heat_responsive	dnajb6b	ENSDARG00000020953	0.288030220183503	0.287368306485156
heat_responsive	dnajb6b	ENSDARG00000110048	0.288030220183503	0.287368306485156
heat_responsive	dnajb9a	ENSDARG00000052072	
heat_responsive	dnajb9b	ENSDARG00000016886	
heat_responsive	dnajc10	ENSDARG00000074727	0.206968639942734	0.502718474295627
heat_responsive	dnajc11a	ENSDARG00000011196	
heat_responsive	dnajc11a	ENSDARG00000109540	
heat_responsive	dnajc11b	ENSDARG00000102696	
heat_responsive	dnajc12	ENSDARG00000086691	0.859822528009265	0.248480938573556
heat_responsive	dnajc14	ENSDARG00000105398	
heat_responsive	dnajc15	ENSDARG00000038309	0.248178865007059	0.492763194748619
heat_responsive	dnajc16	ENSDARG00000059699	
heat_responsive	dnajc16l	ENSDARG00000060725	
heat_responsive	dnajc17	ENSDARG00000104959	0.295367288205267	0.681154690575136
heat_responsive	dnajc18	ENSDARG00000056005	0.0631418483297472	0.780900136720963
heat_responsive	dnajc19	ENSDARG00000044420	0.127233116049105	0.802951944324007
heat_responsive	dnajc1	ENSDARG00000001940	0.0727636527649608	0.735076580434413
heat_responsive	dnajc21	ENSDARG00000105195	-0.0192058639212496	0.959335068893989
heat_responsive	dnajc22	ENSDARG00000037067	0.590136422846266	0.563956682653149
heat_responsive	dnajc24	ENSDARG00000023927	0.27044338892915	0.724616940902398
heat_responsive	dnajc25	ENSDARG00000067613	-0.299215451448017	0.595886421126886
heat_responsive	dnajc25	ENSDARG00000111375	-0.299215451448017	0.595886421126886
heat_responsive	dnajc27	ENSDARG00000070916	0.0215997641714233	0.958559394844298
heat_responsive	dnajc28	ENSDARG00000018181	0.2908642652229	0.539820948151088
heat_responsive	dnajc28	ENSDARG00000114383	0.2908642652229	0.539820948151088
heat_responsive	dnajc2	ENSDARG00000070477	0.0468553470089561	0.874362140430365
heat_responsive	dnajc30b	ENSDARG00000079415	
heat_responsive	dnajc3a	ENSDARG00000041110	
heat_responsive	dnajc3a	ENSDARG00000114114	
heat_responsive	dnajc3b	ENSDARG00000017874	
heat_responsive	dnajc4	ENSDARG00000024090	0.377683428342169	0.367474026091659
heat_responsive	dnajc4	ENSDARG00000114838	0.377683428342169	0.367474026091659
heat_responsive	dnajc5aa	ENSDARG00000042948	-0.49947375634402	0.153987177159521
heat_responsive	dnajc5ab	ENSDARG00000004836	0.0301096116904207	0.855091465683397
heat_responsive	dnajc5b	ENSDARG00000058147	0.0588979686214387	0.954924315192572
heat_responsive	dnajc5ga	ENSDARG00000041896	0.121655085880532	0.594013139614075
heat_responsive	dnajc5gb	ENSDARG00000017687	0.338443308192451	0.377124487833394
heat_responsive	dnajc5gb	ENSDARG00000111738	0.338443308192451	0.377124487833394
heat_responsive	dnajc6	ENSDARG00000079891	-0.168057935629874	0.429467945132883
heat_responsive	dnajc7	ENSDARG00000058148	0.09866497893792	0.661567493362479
heat_responsive	dnajc8	ENSDARG00000059373	0.16572470589694	0.366957208440062
heat_responsive	dnajc9	ENSDARG00000031293	0.223833719094597	0.434457158297042
heat_responsive	dnajc9	ENSDARG00000111989	0.223833719094597	0.434457158297042
heat_responsive	hsf1	ENSDARG00000008818	-0.459934838739742	0.309912180299197
heat_responsive	hsf2bp	ENSDARG00000035080	
heat_responsive	hsf2	ENSDARG00000053097	0.20991335887845	0.287579678696772
heat_responsive	hsf4	ENSDARG00000013251	0.0633031297096575	0.941663842570134
heat_responsive	hsf5	ENSDARG00000104686	
heat_responsive	hsbp1a	ENSDARG00000069425	0.281305416465539	0.214738481991131
heat_responsive	hsbp1b	ENSDARG00000041921	0.492355087175357	0.0155052744454622
heat_responsive	hsbp1l1	ENSDARG00000075984	
heat_responsive	clpxa	ENSDARG00000029063	
heat_responsive	clpxb	ENSDARG00000067796	
heat_responsive	hsp70.1	ENSDARG00000029688	3.79008582100488	0.00222962607867034
heat_responsive	hsp70.2	ENSDARG00000092362	1.80280153990365	5.28703181246824e-10
heat_responsive	hsp70.3	ENSDARG00000021924	1.35528600571866	2.26705160211915e-05
heat_responsive	hsp70l	ENSDARG00000055723	0.959814102381743	0.0163343251981358
heat_responsive	hsp90aa1.1	ENSDARG00000010478	0.83186802891195	2.32537662814678e-07
heat_responsive	hsp90aa1.2	ENSDARG00000024746	0.409712745746559	0.00627786622627911
heat_responsive	hsp90ab1	ENSDARG00000029150	0.0211062362788597	0.880752632485369
heat_responsive	hsp90b1	ENSDARG00000003570	0.0746991741527032	0.606406725226038
heat_responsive	hsp90b1	ENSDARG00000114206	0.0746991741527032	0.606406725226038
heat_responsive	hspa12a	ENSDARG00000070603	-1.13671151975452	0.178700510092241
heat_responsive	hspa12b	ENSDARG00000030307	-0.10204557057974	0.749574444386793
heat_responsive	hspa13	ENSDARG00000040984	0.0435110738769282	0.955338062524877
heat_responsive	hspa14	ENSDARG00000058030	0.00540256837546952	0.981629122359999
heat_responsive	hspa14	ENSDARG00000112257	0.00540256837546952	0.981629122359999
heat_responsive	hspa14	ENSDARG00000114313	0.00540256837546952	0.981629122359999
heat_responsive	hspa4a	ENSDARG00000004754	0.031276341602218	0.842020482856504
heat_responsive	hspa4b	ENSDARG00000018989	0.0309457905516672	0.838792909451304
heat_responsive	hspa4b	ENSDARG00000112727	0.0309457905516672	0.838792909451304
heat_responsive	hspa4b	ENSDARG00000116230	0.0309457905516672	0.838792909451304
heat_responsive	hspa4l	ENSDARG00000053544	-0.284364107928375	0.2567794466235
heat_responsive	hspa5	ENSDARG00000103846	0.0152444957673701	0.91173293683918
heat_responsive	hspa8	ENSDARG00000068992	0.114570310406581	0.406449414496655
heat_responsive	hspa8	ENSDARG00000114726	0.114570310406581	0.406449414496655
heat_responsive	hspa9	ENSDARG00000003035	0.301642416937562	0.0764700657995682
heat_responsive	hspa9	ENSDARG00000114629	0.301642416937562	0.0764700657995682
heat_responsive	hspb11	ENSDARG00000002204	0.371593079649065	0.710266680525152
heat_responsive	hspb15	ENSDARG00000078411	-0.0705160996148019	0.92715461641319
heat_responsive	hspb1	ENSDARG00000041065	0.161974026962739	0.397113779772512
heat_responsive	hspb2	ENSDARG00000052450	0.84307288271652	0.188712798659821
heat_responsive	hspb2	ENSDARG00000114010	0.84307288271652	0.188712798659821
heat_responsive	hspb3	ENSDARG00000067714	0.438631438717288	0.492197008305161
heat_responsive	hspb3	ENSDARG00000116486	0.438631438717288	0.492197008305161
heat_responsive	hspb6	ENSDARG00000077236	0.955073599843831	0.000707202417555355
heat_responsive	hspb7	ENSDARG00000104441	-0.154199336209564	0.686186165026967
heat_responsive	hspb8	ENSDARG00000058365	0.0792554180144759	0.807138962387726
heat_responsive	hspb8	ENSDARG00000109236	0.0792554180144759	0.807138962387726
heat_responsive	hspb9	ENSDARG00000078674	0.196781277814794	0.461902982107318
heat_responsive	hspbap1	ENSDARG00000033771	-0.103087239136538	0.916355203837049
heat_responsive	hspbp1	ENSDARG00000102937	0.374210690908605	0.315444308740792
heat_responsive	hspd1	ENSDARG00000056160	0.132170465425332	0.397595653901957
heat_responsive	hspe1	ENSDARG00000056167	0.449555144442416	0.0084382161953824
heat_responsive	hspg2	ENSDARG00000076564	-1.1666440452838	0.000178881182561118
heat_responsive	hsph1	ENSDARG00000019874	0.607327056324232	0.473023382644198
hlhpas_transcription_factors	arnt	ENSDARG00000021855	-0.938352894155319	0.0695671909410836
hlhpas_transcription_factors	arnt	ENSDARG00000115999	-0.938352894155319	0.0695671909410836
hlhpas_transcription_factors	ahrra	ENSDARG00000099702	
hlhpas_transcription_factors	ahrrb	ENSDARG00000052618	
hlhpas_transcription_factors	ahrrb	ENSDARG00000111273	
hlhpas_transcription_factors	ahrrb	ENSDARG00000116560	
hlhpas_transcription_factors	clocka	ENSDARG00000011703	
hlhpas_transcription_factors	clockb	ENSDARG00000003631	
hlhpas_transcription_factors	hif1aa	ENSDARG00000006181	-0.0112933468598546	0.983671641698903
hlhpas_transcription_factors	hif1ab	ENSDARG00000034293	0.0868524276758679	0.553769343684925
hlhpas_transcription_factors	hif1al2	ENSDARG00000044550	-0.386279394847844	0.552773101751789
hlhpas_transcription_factors	hif1al	ENSDARG00000100826	0.468438063714546	0.00154427306613566
hlhpas_transcription_factors	hif1an	ENSDARG00000031915	0.290928050346425	0.257184417455246
hlhpas_transcription_factors	ahr1a	ENSDARG00000020046	0.232582028605059	0.840610034670535
hlhpas_transcription_factors	ahr1b	ENSDARG00000023537	-0.652040449263938	0.16550222730555
hlhpas_transcription_factors	ahr2	ENSDARG00000021833	0.533600904511118	0.00146075533670837
hlhpas_transcription_factors	arnt2	ENSDARG00000103697	-0.383514422725439	0.0321653071225566
hlhpas_transcription_factors	arntl1a	ENSDARG00000006791	0.281913681483137	0.423587229559581
hlhpas_transcription_factors	arntl1b	ENSDARG00000035732	-0.903568427328115	0.149639018227974
hlhpas_transcription_factors	arntl1b	ENSDARG00000114562	-0.903568427328115	0.149639018227974
hlhpas_transcription_factors	arntl2	ENSDARG00000041381	-0.683997949574776	0.326017180461191
hlhpas_transcription_factors	arntl2	ENSDARG00000109690	-0.683997949574776	0.326017180461191
hlhpas_transcription_factors	arntl2	ENSDARG00000116327	-0.683997949574776	0.326017180461191
hlhpas_transcription_factors	ncoa1	ENSDARG00000018257	-0.96086061045286	0.0602386363456897
hlhpas_transcription_factors	ncoa2	ENSDARG00000017929	-0.243905404444006	0.149988099669561
hlhpas_transcription_factors	ncoa3	ENSDARG00000077404	-0.0542954143174832	0.790650850827233
hlhpas_transcription_factors	ncoa4	ENSDARG00000021439	0.22091390876487	0.211005273287444
hlhpas_transcription_factors	ncoa5	ENSDARG00000016345	0.0939652743137448	0.579721832810022
hlhpas_transcription_factors	ncoa6	ENSDARG00000071272	-0.192861548861996	0.275155769753199
hlhpas_transcription_factors	npas1	ENSDARG00000015876	
hlhpas_transcription_factors	npas2	ENSDARG00000016536	-0.554131136916945	0.500007271911501
hlhpas_transcription_factors	npas2	ENSDARG00000116993	-0.554131136916945	0.500007271911501
hlhpas_transcription_factors	npas3	ENSDARG00000109820	-0.18057635346731	0.386911074181481
hlhpas_transcription_factors	npas4a	ENSDARG00000055752	0.135415143907005	0.513293383690677
hlhpas_transcription_factors	npas4l	ENSDARG00000116511	
hlhpas_transcription_factors	per1a	ENSDARG00000056885	-0.449509968290225	0.101007096363831
hlhpas_transcription_factors	per1b	ENSDARG00000012499	-0.879116580549296	6.27129906829047e-08
hlhpas_transcription_factors	per2	ENSDARG00000034503	-0.667036820042112	0.00103247933659174
hlhpas_transcription_factors	per3	ENSDARG00000010519	-1.31414914553357	0.000265611819040847
hlhpas_transcription_factors	sim1a	ENSDARG00000023316	
hlhpas_transcription_factors	sim1b	ENSDARG00000013789	-1.15554569276728	0.300760427528894
ion_metal_transporters	slc22a13a	ENSDARG00000056551	
ion_metal_transporters	slc22a13b	ENSDARG00000059166	
ion_metal_transporters	slc22a15	ENSDARG00000055445	-0.189499056100408	0.660377610276868
ion_metal_transporters	slc22a16	ENSDARG00000015869	0.112954826530271	0.805990878690745
ion_metal_transporters	slc22a18	ENSDARG00000052271	0.73155697952284	0.00713705125584939
ion_metal_transporters	slc22a21	ENSDARG00000094112	
ion_metal_transporters	slc22a23	ENSDARG00000078856	-0.035083985526751	0.883684724169315
ion_metal_transporters	slc22a2	ENSDARG00000030530	0.852977322392519	0.0317859183607539
ion_metal_transporters	slc22a31	ENSDARG00000078882	
ion_metal_transporters	slc22a4	ENSDARG00000005335	-0.238188216741611	0.811390737397428
ion_metal_transporters	slc22a5	ENSDARG00000101021	
ion_metal_transporters	slc22a6l	ENSDARG00000055523	
ion_metal_transporters	slc22a7a	ENSDARG00000056028	0.999488777373302	5.58647079722285e-06
ion_metal_transporters	slc22a7b.1	ENSDARG00000056643	
ion_metal_transporters	slc22a7b.1	ENSDARG00000110958	
ion_metal_transporters	slc22a7b.2	ENSDARG00000091252	
ion_metal_transporters	slc22a7b.3	ENSDARG00000062182	
ion_metal_transporters	slc22a7	ENSDARG00000056652	-0.220402779009329	0.807155245566999
ion_metal_transporters	slc30a10	ENSDARG00000103983	-0.245109697346094	0.736218186398977
ion_metal_transporters	slc30a1a	ENSDARG00000005463	0.0493135905256727	0.811928335548348
ion_metal_transporters	slc30a1b	ENSDARG00000053896	0.0679139187456073	0.951527985603867
ion_metal_transporters	slc30a2	ENSDARG00000021305	
ion_metal_transporters	slc30a4	ENSDARG00000007180	0.313971148395717	0.228662623981472
ion_metal_transporters	slc30a5	ENSDARG00000051921	0.0668389734867745	0.805266921519343
ion_metal_transporters	slc30a6	ENSDARG00000077368	-0.0670160879631841	0.930038262016255
ion_metal_transporters	slc30a7	ENSDARG00000019998	0.208837961126257	0.420942478425477
ion_metal_transporters	slc30a7	ENSDARG00000112372	0.208837961126257	0.420942478425477
ion_metal_transporters	slc30a8	ENSDARG00000100917	0.249417899033459	0.807165809484701
ion_metal_transporters	slc30a9	ENSDARG00000057272	0.0244843071194823	0.922442446543095
ion_metal_transporters	slc31a1	ENSDARG00000013961	0.45347800985229	0.0708206194049045
ion_metal_transporters	slc31a1	ENSDARG00000110656	0.45347800985229	0.0708206194049045
ion_metal_transporters	slc31a2	ENSDARG00000076092	0.456960900041523	0.351061079461095
ion_metal_transporters	slc39a10	ENSDARG00000005823	-0.0586305587466022	0.791674710675335
ion_metal_transporters	slc39a11	ENSDARG00000098194	
ion_metal_transporters	slc39a13	ENSDARG00000000442	0.102476947858111	0.739731305191794
ion_metal_transporters	slc39a14	ENSDARG00000102387	0.168274867874604	0.88798597603505
ion_metal_transporters	slc39a1	ENSDARG00000058257	0.409242272303348	0.434962677863708
ion_metal_transporters	slc39a1	ENSDARG00000112079	0.409242272303348	0.434962677863708
ion_metal_transporters	slc39a3	ENSDARG00000101434	0.199503508375032	0.857857191402675
ion_metal_transporters	slc39a4	ENSDARG00000059361	
ion_metal_transporters	slc39a5	ENSDARG00000079525	0.336978500948591	0.613079450920158
ion_metal_transporters	slc39a6	ENSDARG00000068143	0.0129663904568587	0.95843822106335
ion_metal_transporters	slc39a7	ENSDARG00000104451	0.0894878125714136	0.629225515444587
ion_metal_transporters	slc39a8	ENSDARG00000056757	0.348238266032857	0.753363254308641
ion_metal_transporters	slc39a9	ENSDARG00000070447	0.0066402475573953	0.979891884569625
ion_metal_transporters	slc47a1	ENSDARG00000046012	0.39528328913585	0.365602440062096
ion_metal_transporters	slc47a2.1	ENSDARG00000060051	
ion_metal_transporters	slc47a2.2	ENSDARG00000074136	
ion_metal_transporters	slc47a3	ENSDARG00000074561	
ion_metal_transporters	slc47a4	ENSDARG00000079340	
ion_metal_transporters	slco1c1	ENSDARG00000016749	0.00231156451222671	0.997024170670988
ion_metal_transporters	slco1d1	ENSDARG00000104108	0.174194561137424	0.538348826641182
ion_metal_transporters	slco1e1	ENSDARG00000100780	
ion_metal_transporters	slco1f1	ENSDARG00000102283	
ion_metal_transporters	slco1f2	ENSDARG00000101156	
ion_metal_transporters	slco1f3	ENSDARG00000105691	
ion_metal_transporters	slco1f4	ENSDARG00000101014	
ion_metal_transporters	slco2a1	ENSDARG00000061896	0.119662908024685	0.76315973074759
ion_metal_transporters	slco2b1	ENSDARG00000054609	-0.19837715827504	0.436770773205714
ion_metal_transporters	slco3a1	ENSDARG00000018726	-0.862116270392395	0.175790872990167
ion_metal_transporters	slco3a1	ENSDARG00000068296	-0.862116270392395	0.175790872990167
ion_metal_transporters	slco4a1	ENSDARG00000075948	-1.21753615768798	0.170769655369721
ion_metal_transporters	slco5a1a	ENSDARG00000071685	
ion_metal_transporters	slco5a1b	ENSDARG00000086104	
metal_response	cp	ENSDARG00000010312	0.0859297279585399	0.78020211215609
metal_response	tfa	ENSDARG00000016771	0.409530558592908	0.0253059983021513
metal_response	fth1a	ENSDARG00000015551	0.251334130586027	0.194312071497345
metal_response	fth1b	ENSDARG00000007975	0.224548397308861	0.479599774730404
metal_response	fthl27	ENSDARG00000031776	
metal_response	fthl27	ENSDARG00000116586	
metal_response	fthl28	ENSDARG00000076221	
metal_response	fthl29	ENSDARG00000113977	
metal_response	fthl30	ENSDARG00000077360	
metal_response	fthl31	ENSDARG00000094210	
metal_response	fthl31	ENSDARG00000113150	
metal_response	hmox1a	ENSDARG00000027529	
metal_response	hmox2a	ENSDARG00000055101	0.510032313173276	0.0977695942212518
metal_response	hmox2a	ENSDARG00000114695	0.510032313173276	0.0977695942212518
metal_response	hmox2b	ENSDARG00000078452	0.174499376018545	0.479151477033603
metal_response	hmox2b	ENSDARG00000117010	0.174499376018545	0.479151477033603
metal_response	mt2	ENSDARG00000041623	1.17111531032045	8.63148078119768e-05
metal_response	mt2	ENSDARG00000113583	1.17111531032045	8.63148078119768e-05
metal_response	mtf1	ENSDARG00000102898	-0.566200660886204	0.633791937496635
metal_response	mtf2	ENSDARG00000005590	-0.373723289687998	0.563412188452443
nr_transcription_factors	ar	ENSDARG00000067976	-0.471265165531033	0.601503683695415
nr_transcription_factors	ar	ENSDARG00000114287	-0.471265165531033	0.601503683695415
nr_transcription_factors	pgr	ENSDARG00000035966	
nr_transcription_factors	pparg	ENSDARG00000031848	0.0783759501724972	0.881837285118318
nr_transcription_factors	thraa	ENSDARG00000000151	-0.135485385832466	0.808047550821566
nr_transcription_factors	thrab	ENSDARG00000052654	-1.07332590797124	0.177202662209027
nr_transcription_factors	thrb	ENSDARG00000021163	-0.257453221933212	0.611342158543175
nr_transcription_factors	esrra	ENSDARG00000069266	-0.567772721368118	0.154845240531602
nr_transcription_factors	esrrb	ENSDARG00000100847	-0.765952760268702	0.433589663408333
nr_transcription_factors	esrrd	ENSDARG00000015064	-0.0248123468849599	0.980711543007973
nr_transcription_factors	esrrga	ENSDARG00000004861	-0.121899325940821	0.491196532188398
nr_transcription_factors	esrrgb	ENSDARG00000011696	-0.120299841010036	0.86518756116034
nr_transcription_factors	hnf4a	ENSDARG00000021494	0.434624719629724	0.266427672549827
nr_transcription_factors	hnf4a	ENSDARG00000112985	0.434624719629724	0.266427672549827
nr_transcription_factors	hnf4b	ENSDARG00000104742	
nr_transcription_factors	hnf4g	ENSDARG00000071565	0.396045976466232	0.472267682944008
nr_transcription_factors	rxraa	ENSDARG00000057737	0.0807280164296459	0.730873894299153
nr_transcription_factors	rxrab	ENSDARG00000035127	
nr_transcription_factors	rxrba	ENSDARG00000078954	-0.707116323497321	0.0394241807541373
nr_transcription_factors	rxrbb	ENSDARG00000002006	0.0177665400945497	0.951011554714387
nr_transcription_factors	rxrbb	ENSDARG00000117079	0.0177665400945497	0.951011554714387
nr_transcription_factors	rxrgb	ENSDARG00000004697	-0.108709413555215	0.78206104614622
nr_transcription_factors	vdra	ENSDARG00000099483	
nr_transcription_factors	vdrb	ENSDARG00000070721	-1.13912882991194	0.208074965384062
nr_transcription_factors	vdrb	ENSDARG00000114864	-1.13912882991194	0.208074965384062
nr_transcription_factors	esr1	ENSDARG00000004111	
nr_transcription_factors	esr1	ENSDARG00000112357	
nr_transcription_factors	esr2a	ENSDARG00000016454	
nr_transcription_factors	esr2b	ENSDARG00000034181	-0.248250079947181	0.786913556129622
nr_transcription_factors	nr1h3	ENSDARG00000098439	0.206158833115409	0.410223799057159
nr_transcription_factors	nr1h4	ENSDARG00000057741	0.421064509863601	0.533037405063051
nr_transcription_factors	nr1h4	ENSDARG00000113600	0.421064509863601	0.533037405063051
nr_transcription_factors	nr1h5	ENSDARG00000031046	0.155132673962413	0.806489605381185
nr_transcription_factors	nr1i2	ENSDARG00000029766	0.238642882684221	0.555061244785613
nr_transcription_factors	nr3c1	ENSDARG00000025032	-0.250319596871898	0.338964751863972
nr_transcription_factors	nr3c1	ENSDARG00000112480	-0.250319596871898	0.338964751863972
nr_transcription_factors	nr3c1	ENSDARG00000116957	-0.250319596871898	0.338964751863972
nr_transcription_factors	nr3c2	ENSDARG00000102082	-0.627610936420391	0.494754159005142
nr_transcription_factors	nr3c2	ENSDARG00000115513	-0.627610936420391	0.494754159005142
